	Bayesian SkyGrid: NewYork_B_Victoria_20190318_filtered_aligned.log			
Time	Mean	Median	Upper	Lower
0.0	5.663676280216329	4.454819274459288	114.13710175315222	0.5723425384353445
0.08080808080808081	5.607112838318397	4.40513567657119	74.6759584941153	0.5548331366698399
0.16161616161616163	5.587680430561556	4.451301518289878	69.84697864838914	0.7225777642633131
0.24242424242424243	5.332075812815053	4.341074398758335	60.50183855328271	0.8081296484035445
0.32323232323232326	4.895335197951451	4.078860516281457	49.934391480620796	0.8757717678451095
0.4040404040404041	4.298758662043746	3.6962085277072574	37.37844122402592	0.7646943546258276
0.4848484848484849	3.6822750199704597	3.3029947318827304	27.240614740887942	0.6652016898393346
0.5656565656565657	3.1395685514497287	2.903203810410697	22.25610338399986	0.6556238461805839
0.6464646464646465	2.6815773343228577	2.6072583705492463	14.40294148361098	0.5200704923700555
0.7272727272727273	2.3348939820156542	2.339898105905068	10.995897845964357	0.4532647870916964
0.8080808080808081	2.0946624063460484	2.155737363170339	8.724007802556866	0.4448669309606513
0.8888888888888888	1.9700211785656994	2.058567735908496	7.345985461187658	0.42737099078772267
0.9696969696969696	1.9635803315619986	2.057108285004077	7.073134483941292	0.4892442666752854
1.0505050505050504	2.095725762436783	2.1422981546594917	6.8383472460960935	0.6461577785071427
1.1313131313131313	2.2538953644600737	2.250276241464044	6.253758467831879	0.8072755174242248
1.2121212121212122	2.4011049661629826	2.3788650300060183	6.179412555112124	0.8472808154304942
1.292929292929293	2.5408628716840584	2.513338020947031	7.050897394426657	0.9571355669914752
1.373737373737374	2.6978427892228836	2.670662631632701	7.640238154888099	0.9110954074935762
1.4545454545454548	2.8273625714448896	2.781124197304031	8.200016170237872	0.9463106390636923
1.5353535353535357	2.9363640433931573	2.9103851158492615	8.443808761245359	0.8964125452015133
1.6161616161616166	2.986846922982119	2.9558200734808633	9.387288883658341	0.91883424692884
1.6969696969696975	2.991253881403363	2.9821165170588695	10.328423505735525	0.8794943062453641
1.7777777777777783	3.1059800946860836	3.1251924665003097	11.602276694960752	0.9573946589183736
1.8585858585858592	3.4748954473315297	3.4781788918796606	11.149487956618062	0.9884966739113786
1.9393939393939401	4.0532107491690565	3.9732888057538704	13.307161932135868	1.2928833743574701
2.0202020202020208	5.1948853304210605	4.91643642229526	16.634213677157742	1.9058772146557046
2.1010101010101017	6.182501864334166	5.791244500255089	19.89431761377496	2.216375230560715
2.1818181818181825	6.288375279177055	5.908326024288819	21.52266284851336	2.328874496472082
2.2626262626262634	6.216887118103254	5.847426064300989	20.06281726847474	2.2244273627638065
2.3434343434343443	6.107688205648083	5.766294685697144	20.607083256745682	2.219842113577124
2.424242424242425	6.057249113641882	5.714449323547019	20.85362385450419	2.0373159677243464
2.505050505050506	5.974772152481595	5.544400949635769	22.42062581212537	1.7933430180346297
2.585858585858587	5.711870736182791	5.216199715844271	24.67464465814971	1.6316444459886563
2.666666666666668	5.2121591183583265	4.808771980424304	24.228555040753303	1.4117774398254386
2.7474747474747487	4.523870696111636	4.208616595985935	21.17053939985133	1.0829139050546788
2.8282828282828296	3.924564214266981	3.6870998971848605	18.133023470236086	0.7708358547937904
2.9090909090909105	3.2962586764623296	3.1582298763385284	18.472048053192577	0.6700985954642721
2.9898989898989914	2.791628579725168	2.72173319051999	14.992746814714572	0.49137862125294396
3.0707070707070723	2.383263253035184	2.3021941215774717	12.958335779204315	0.4476368397737161
3.151515151515153	1.9974151997218415	1.947064325131323	10.417459112136335	0.3493365548041541
3.232323232323234	1.6339853663814667	1.6272036564526882	9.581404865755973	0.31521677346227156
3.313131313131315	1.4043260180523396	1.4207515549418297	7.049441229552297	0.2404721600528003
3.393939393939396	1.2398480052601228	1.2772720124478392	7.185555871984636	0.2027511385801686
3.4747474747474767	1.0789963887320198	1.1327744353961764	6.179607260932762	0.1491781202368854
3.5555555555555576	0.9485669163127015	1.0142732572123734	6.083797299342776	0.12951349544820645
3.6363636363636385	0.837980734056868	0.9138190385541471	6.007259317239099	0.10774837738979462
3.7171717171717193	0.7529735102533675	0.8019715416121355	5.976895760413629	0.1022230475991985
3.7979797979798002	0.7032729413759965	0.7477085869733332	4.652840214386532	0.08946513423125693
3.878787878787881	0.6864913937466899	0.7172329730713627	4.997676571746625	0.10134370490707453
3.959595959595962	0.6824357109658673	0.7287595444801636	4.703202046400297	0.09029502369776748
4.040404040404042	0.6774082022623686	0.7245598588065231	5.602760589142808	0.08576929776971727
4.121212121212123	0.6536847030970387	0.7121064478898598	6.346771143656197	0.08038456234304639
4.202020202020203	0.6294869476473696	0.6970062222762444	5.626089457761951	0.05955097365879
4.282828282828284	0.5978402607231993	0.6789903033033181	5.507343991134501	0.0478839097962537
4.363636363636364	0.5680926608058336	0.6577573375551558	5.198588170274871	0.035939739450031996
4.444444444444445	0.5441528235926307	0.6254027794545379	5.815458536958091	0.02905925872759405
4.525252525252525	0.5257319658202566	0.608790253280801	6.278631380774193	0.025999075012226664
4.6060606060606055	0.5128285327903653	0.6105707316242632	6.153392192062789	0.024516832071633663
4.686868686868686	0.49721089428970006	0.5921808627540545	8.054760378701804	0.025303486490944094
4.767676767676766	0.4843960411128499	0.5674346278404201	6.825829155927129	0.01785205093781132
4.848484848484847	0.47254416114868797	0.561438142494415	8.898949343808814	0.0173693708882853
4.929292929292927	0.46443805519941717	0.5586937214159484	9.13168705918978	0.015380030665172554
5.010101010101008	0.4583571879062675	0.564139949099443	9.006211465778808	0.011028604229877713
5.090909090909088	0.4501623939537509	0.5537108461857039	11.35827836997935	0.010905508748360354
5.171717171717169	0.4369526731120833	0.5390432807474552	9.934454357781396	0.007169541247671823
5.252525252525249	0.43496605188025594	0.5463670893356545	17.04961083769601	0.00909300025080403
5.3333333333333295	0.4304505405136819	0.537139033631093	11.881599464184376	0.005253489720147951
5.41414141414141	0.4341734272708743	0.5372938836741181	18.138341917478645	0.005943806209619895
